username_URL,username,trail_URL,trail,date
https://www.trailforks.com/profile/Ccody/,Ccody,https://www.trailforks.com/trails/connector-10-167395/,Connector 10,"Apr 28, 2020"
https://www.trailforks.com/profile/jdsmooth/,jdsmooth,https://www.trailforks.com/trails/parking-connector-169992/,Parking Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/jdsmooth/,jdsmooth,https://www.trailforks.com/trails/minuteman-bikeway-lexington/,Minuteman Bikeway Lexington,"Apr 28, 2020"
https://www.trailforks.com/profile/jdsmooth/,jdsmooth,https://www.trailforks.com/trails/minuteman-bikeway-bedford/,Minuteman Bikeway Bedford,"Apr 28, 2020"
https://www.trailforks.com/profile/Debbiechen/,Debbiechen,https://www.trailforks.com/trails/strawberry-hill-bypass/,Strawberry Hill Bypass,"Apr 28, 2020"
https://www.trailforks.com/profile/Debbiechen/,Debbiechen,https://www.trailforks.com/trails/39-to-40/,39 to 40,"Apr 28, 2020"
https://www.trailforks.com/profile/Debbiechen/,Debbiechen,https://www.trailforks.com/trails/noanet-peak-connector/,Noanet Peak Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/Debbiechen/,Debbiechen,https://www.trailforks.com/trails/48-link/,48 Link,"Apr 28, 2020"
https://www.trailforks.com/profile/Debbiechen/,Debbiechen,https://www.trailforks.com/trails/48-connector/,48 Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/Debbiechen/,Debbiechen,https://www.trailforks.com/trails/stone-wall-ext/,Stone Wall Ext,"Apr 28, 2020"
https://www.trailforks.com/profile/Debbiechen/,Debbiechen,https://www.trailforks.com/trails/ditch-it/,Ditch It!,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/connector-167677/,Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/connector-167678/,Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/link-167680/,Link,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/holly-pond-link/,Holly Pond Link,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/e1-connector-167337/,E1 Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/connector-167700/,Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/link-167781/,Link,"Apr 28, 2020"
https://www.trailforks.com/profile/54R/,54R,https://www.trailforks.com/trails/mount-blue-spring/,Mount Blue Spring,"Apr 28, 2020"
