created,username_URL,username,username2,State,city,trails,trails_URL,trails_URL3,trails4,trails_URL5,trails6,dist
Mar 3,https://www.trailforks.com/profile/bryannn/,bryannn,bryannn,CA,Newbury Park,"  Spring Canyon,
Rosewood,
Space Mountain,
Mr. Toad's Wild Ride",https://www.trailforks.com/ridelog/view/22441111/achievements/,https://www.trailforks.com/trails/spring-canyon/,Spring Canyon,https://www.trailforks.com/trails/rosewood/,Rosewood,9 miles
Mar 2,https://www.trailforks.com/profile/Dug-Smith/,Dug-Smith,Dug-Smith,MO,St. Charles,"Hamburg Trail, Hamburg Trail",https://www.trailforks.com/trails/hamburg-trail-122563/,https://www.trailforks.com/trails/hamburg-trail/,Hamburg Trail,,,25 miles
Mar 2,https://www.trailforks.com/profile/Fecnik/,Fecnik,Fecnik,TX,San Antonio,"  Lower OP Schnabel,
Don Sleeper Loop,
Trail 11",https://www.trailforks.com/ridelog/view/22437241/achievements/,https://www.trailforks.com/trails/lower-op-schnabel/,Lower OP Schnabel,https://www.trailforks.com/trails/don-sleeper-loop-243997/,Don Sleeper Loop,6 miles
Mar 3,https://www.trailforks.com/profile/TonyelTigre/,TonyelTigre,TonyelTigre,CA,Carlsbad,"  Copper Creek Raceway Connector,
San Elijo to Denning Connector,
Switchbacks,
Whip Tail,
S. Copper Creek,
N. Copper Creek,
Copper Creek Landfill",https://www.trailforks.com/ridelog/view/22439862/achievements/,https://www.trailforks.com/trails/copper-creek-raceway-connector/,Copper Creek Raceway Connector,https://www.trailforks.com/trails/san-elijo-to-denning-connector/,San Elijo to Denning Connector,8 miles
Mar 2,https://www.trailforks.com/profile/sparkyrobertson/,sparkyrobertson,sparkyrobertson,ON,Richmond Hill,"Chops,
Replay,
Replay Shortcut Trail,
Northern Run East,
Schloppy Blues,
Yo Momma!,
Yo Momma!,
Moto XC,
Moto XC,
Day Dreamer,
 ... ",https://www.trailforks.com/trails/chops/,https://www.trailforks.com/trails/replay/,Replay,https://www.trailforks.com/trails/replay-shortcut-trail/,Replay Shortcut Trail,10 miles
Mar 2,https://www.trailforks.com/profile/moosejawles/,moosejawles,moosejawles,NH,Lebanon,"  Zebra,
Four Corner Connect,
Four Corner Connect,
White Dot,
Minor Threat,
Rusty Pathfinder,
Water Tower Access Road,
Water Tower West,
Indian Ridge,
Westside,
 ... ",https://www.trailforks.com/ridelog/view/22435697/achievements/,https://www.trailforks.com/trails/zebra-211272/,Zebra,https://www.trailforks.com/trails/four-corner-connect/,Four Corner Connect,10 miles
Mar 2,https://www.trailforks.com/profile/Sackbut/,Sackbut,Sackbut,SK,Saskatoon,,,,,,,3 miles
Mar 3,https://www.trailforks.com/profile/mikejsully/,mikejsully,mikejsully,CA,Santa Rosa,,,,,,,5 miles
Mar 2,https://www.trailforks.com/profile/FATb1ker/,FATb1ker,FATb1ker,NY,Jamestown,,,,,,,6 miles
Mar 2,https://www.trailforks.com/profile/psintel/,psintel,psintel,QC,Ville de Mont-Tremblant,"  Grand Lodge,
Grand Lodge,
Geai Bleu,
Gorge,
Pont Jackrabbit,
Pont Jackrabbit,
Grand Pic,
Villa Bellevue,
Labyrinthe,
 ... ",https://www.trailforks.com/ridelog/view/22434749/achievements/,https://www.trailforks.com/trails/grand-lodge/,Grand Lodge,https://www.trailforks.com/trails/grand-lodge/,Grand Lodge,6 miles
Mar 2,https://www.trailforks.com/profile/Onekama/,Onekama,Onekama,CO,Colorado Springs,"Big Bluestem Trail, Meadowlark Loop, Big Bluestem Trail",https://www.trailforks.com/trails/big-bluestem-trail-247649/,https://www.trailforks.com/trails/meadowlark-loop/,Meadowlark Loop,https://www.trailforks.com/trails/big-bluestem-trail-247649/,Big Bluestem Trail,9 miles
Mar 3,https://www.trailforks.com/profile/Dsellers71/,Dsellers71,Dsellers71,CA,San Diego,  ,https://www.trailforks.com/ridelog/view/22441597/achievements/,,,,,14 miles
Mar 2,https://www.trailforks.com/profile/chriscusu/,chriscusu,chriscusu,NY,Newburgh,"Windsor, Orchard, Aardvark, Middle Earth, Krahn Lane, Connector, Washboard, Pittman Robertson",https://www.trailforks.com/trails/windsor/,https://www.trailforks.com/trails/orchard-44634/,Orchard,https://www.trailforks.com/trails/aardvark/,Aardvark,24 miles
Mar 3,https://www.trailforks.com/profile/robdonovan/,robdonovan,robdonovan,BC,North Vancouver,"  Tennis Court Access,
For The Kids,
Pennzoil,
Tennis Court Access,
For The Kids,
Dempsey Ascent,
Lower Expresso,
Lower Digger",https://www.trailforks.com/ridelog/view/22440529/achievements/,https://www.trailforks.com/trails/tennis-court-access/,Tennis Court Access,https://www.trailforks.com/trails/for-the-kids/,For The Kids,3 miles
Mar 2,https://www.trailforks.com/profile/Johnboo89/,Johnboo89,Johnboo89,UT,Lehi,,,,,,,17 miles
Mar 3,https://www.trailforks.com/profile/jbunkell/,jbunkell,jbunkell,CA,San Diego,  ,https://www.trailforks.com/ridelog/view/22441531/achievements/,,,,,14 miles
Mar 3,https://www.trailforks.com/profile/royskee/,royskee,royskee,WA,Kirkland,"  Mainline,
Trail,
Trail,
unknown,
Trail,
Magic Log Ride,
Mainline,
Magic Log Ride,
Lake Park Trail,
Lake Park Trail,
 ... ",https://www.trailforks.com/ridelog/view/22440393/achievements/,https://www.trailforks.com/trails/mainline-50094/,Mainline,https://www.trailforks.com/trails/trail-301408/,Trail,5 miles
Mar 3,https://www.trailforks.com/profile/Larryk9/,Larryk9,Larryk9,BC,Langford,"  Skirt Mountain Access Road,
Sunset Bearlevard,
Job Security,
Coronacation",https://www.trailforks.com/ridelog/view/22440561/achievements/,https://www.trailforks.com/trails/skirt-mountain-access-road/,Skirt Mountain Access Road,https://www.trailforks.com/trails/sunset-bearlevard/,Sunset Bearlevard,8 miles
Mar 3,https://www.trailforks.com/profile/gravelmatt/,gravelmatt,gravelmatt,WA,Issaquah,"  Coal Mine Loop Trail - West Climb,
Coal Mine Loop Trail Shortcut,
East Sunset Way Connector",https://www.trailforks.com/ridelog/view/22439887/achievements/,https://www.trailforks.com/trails/coal-mine-loop-trail-west-climb/,Coal Mine Loop Trail - West Climb,https://www.trailforks.com/trails/coal-mine-loop-trail-shortcut/,Coal Mine Loop Trail Shortcut,9 miles
Mar 2,https://www.trailforks.com/profile/Millerchiller/,Millerchiller,Millerchiller,TN,Mufreesboro,,,,,,,2 miles
Mar 2,https://www.trailforks.com/profile/LoganEure33/,LoganEure33,LoganEure33,NC,Hendersonville,,,,,,,20 miles
Mar 3,https://www.trailforks.com/profile/timmyflys/,timmyflys,timmyflys,CA,Montara,"  San Pedro Mountain Crest,
San Pedro Mountain Crest,
Nelson's",https://www.trailforks.com/ridelog/view/22443513/achievements/,https://www.trailforks.com/trails/san-pedro-mountain-crest-399841/,San Pedro Mountain Crest,https://www.trailforks.com/trails/san-pedro-mountain-crest/,San Pedro Mountain Crest,14 miles
Mar 2,https://www.trailforks.com/profile/barnes2030/,barnes2030,barnes2030,SD,Sioux Falls,"  SF Bike Path, West Side,
Western to Cliff Ave,
West Side,
East Loop",https://www.trailforks.com/ridelog/view/22436690/achievements/,https://www.trailforks.com/trails/sf-bike-path-west-side/,"SF Bike Path, West Side",https://www.trailforks.com/trails/western-to-cliff-ave/,Western to Cliff Ave,18 miles
Mar 3,https://www.trailforks.com/profile/Mattrodriguez001/,Mattrodriguez001,Mattrodriguez001,CA,San Diego,,,,,,,21 miles
Mar 2,https://www.trailforks.com/profile/RCRGIRL/,RCRGIRL,RCRGIRL,AZ,Lake Havasu City,,,,,,,5 miles
Mar 2,https://www.trailforks.com/profile/Bondre/,Bondre,Bondre,CO,Centennial,,,,,,,13 miles
Mar 3,https://www.trailforks.com/profile/Amartincer/,Amartincer,Amartincer,WA,Woodinville,"Ephemeral,
Ephemeral,
Ephemeral,
Two Trees,
Two Trees South,
Cedar Run,
Southern Traverse Climb,
Twisted Hemlock,
Southern Traverse,
Lloyd's Trail,
 ... ",https://www.trailforks.com/trails/ephemeral/,https://www.trailforks.com/trails/ephemeral/,Ephemeral,https://www.trailforks.com/trails/ephemeral/,Ephemeral,8 miles
Mar 3,https://www.trailforks.com/profile/Scotthadley/,Scotthadley,Scotthadley,CA,Anaheim,,,,,,,17 miles
Mar 3,https://www.trailforks.com/profile/rehanson/,rehanson,rehanson,BC,North Vancouver,"  Dempsey,
Skid Rd Connector,
Skid Road Ascent,
Digger,
Lower Digger,
For The Kids",https://www.trailforks.com/ridelog/view/22439201/achievements/,https://www.trailforks.com/trails/dempsey/,Dempsey,https://www.trailforks.com/trails/skid-rd-connector/,Skid Rd Connector,4 miles
Mar 2,https://www.trailforks.com/profile/b5TlTu/,b5TlTu,b5TlTu,NC,Mills River,"  Spencer Gap (Upper),
Trace Ridge Trail",https://www.trailforks.com/ridelog/view/22440521/achievements/,https://www.trailforks.com/trails/spencer-gap-upper-39181/,Spencer Gap (Upper),https://www.trailforks.com/trails/trace-ridge-trail-35525/,Trace Ridge Trail,7 miles
Mar 3,https://www.trailforks.com/profile/BoneyToes/,BoneyToes,BoneyToes,BC,Ladysmith,,,,,,,18 miles
Mar 3,https://www.trailforks.com/profile/LukesVersailles/,LukesVersailles,LukesVersailles,CA,Grand Terrace,,,,,,,"2,848 ft"
Mar 3,https://www.trailforks.com/profile/soaklord/,soaklord,soaklord,CA,San Diego,"  Hwy 56 Bike Path Connector - Black Mt. Rd.,
Highway 56 Bike Path,
Hwy 56 Bike Path Connector - Black Mt. Rd.",https://www.trailforks.com/ridelog/view/22442040/achievements/,https://www.trailforks.com/trails/hwy-56-bike-path-connector-black-mt-rd/,Hwy 56 Bike Path Connector - Black Mt. Rd.,https://www.trailforks.com/trails/highway-56-bike-path/,Highway 56 Bike Path,32 miles
Mar 3,https://www.trailforks.com/profile/redpointpete/,redpointpete,redpointpete,OR,Bend,Boyd Cave Trail,https://www.trailforks.com/trails/boyd-cave-trail/,,,,,10 miles
Mar 2,https://www.trailforks.com/profile/Buffet33/,Buffet33,Buffet33,SC,Greenville,"  Cancer Survivor Trail,
Swamp Rabbit (Falls Park)",https://www.trailforks.com/ridelog/view/22450672/achievements/,https://www.trailforks.com/trails/cancer-survivor-trail/,Cancer Survivor Trail,https://www.trailforks.com/trails/swamp-rabbit-falls-park/,Swamp Rabbit (Falls Park),6 miles
Mar 2,https://www.trailforks.com/profile/dualcrownscottspark/,dualcrownscottspark,dualcrownscottspark,CT,Manchester,"Charter Oak Greenway Camp Meeting Rd Loop, Charter Oak Greenway Camp Meeting Rd Loop, Access Trail",https://www.trailforks.com/trails/charter-oak-greenway-camp-meeting-rd-loop/,https://www.trailforks.com/trails/charter-oak-greenway-camp-meeting-rd-loop/,Charter Oak Greenway Camp Meeting Rd Loop,https://www.trailforks.com/trails/access-trail-133790/,Access Trail,6 miles
Mar 3,https://www.trailforks.com/profile/arlotanenbaum/,arlotanenbaum,arlotanenbaum,CA,San Dimas,"  Rocky Trail,
Corkscrew,
Stables Shoulder,
Stables Shoulder,
Reservoir Line,
Park View,
Radar,
Radar Single Track,
Radar Single Track,
Singletrack Thru the Trees,
 ... ",https://www.trailforks.com/ridelog/view/22441791/achievements/,https://www.trailforks.com/trails/rocky-trail-59355/,Rocky Trail,https://www.trailforks.com/trails/corkscrew-108159/,Corkscrew,21 miles
Mar 2,https://www.trailforks.com/profile/JoeAustinMtb/,JoeAustinMtb,JoeAustinMtb,TX,Austin,"  Windy Loop,
BMX Loop,
Windy Loop,
Parking Lot Trail,
Rock Bridge Trail,
Point Six Loop,
Point Six Loop,
Lacerated Liver,
Tar Branch Trail,
 ... ",https://www.trailforks.com/ridelog/view/22442968/achievements/,https://www.trailforks.com/trails/windy-loop/,Windy Loop,https://www.trailforks.com/trails/bmx-loop-52680/,BMX Loop,15 miles
Mar 2,https://www.trailforks.com/profile/hrysewyk/,hrysewyk,hrysewyk,CO,Colorado Springs,,,,,,,23 miles
Mar 2,https://www.trailforks.com/profile/arob97/,arob97,arob97,AZ,Phoenix,"Sonoran Mp Acc, Valle Vista, Desert Tortoise",https://www.trailforks.com/trails/sonoran-mp-acc-15240/,https://www.trailforks.com/trails/valle-vista/,Valle Vista,https://www.trailforks.com/trails/desert-tortoise/,Desert Tortoise,10 miles
Mar 2,https://www.trailforks.com/profile/Firebirdrider/,Firebirdrider,Firebirdrider,AZ,Phoenix,"Chutes, Chutes, Chutes, Chutes",https://www.trailforks.com/trails/chutes-15120/,https://www.trailforks.com/trails/chutes-15120/,Chutes,https://www.trailforks.com/trails/chutes-15120/,Chutes,6 miles
Mar 2,https://www.trailforks.com/profile/mrguzzo/,mrguzzo,mrguzzo,WY,Laramie,"  Dropout,
Extra Credit,
Extra Credit,
Extra Credit,
Extra Credit,
Extra Credit,
Extra Credit,
Cliffnotes Trail,
Dropout,
Bluebird,
 ... ",https://www.trailforks.com/ridelog/view/22439680/achievements/,https://www.trailforks.com/trails/dropout-307528/,Dropout,https://www.trailforks.com/trails/extra-credit-307531/,Extra Credit,12 miles
Mar 2,https://www.trailforks.com/profile/kanataajay/,kanataajay,kanataajay,ON,Kanata,"  Mario's Line,
IMBA,
Bailout,
Outback,
Ridgetop,
Outback,
PWT (West),
PWT (East),
Fast Out,
 ... ",https://www.trailforks.com/ridelog/view/22435929/achievements/,https://www.trailforks.com/trails/mario-s-line/,Mario's Line,https://www.trailforks.com/trails/imba-4382/,IMBA,10 miles
Mar 3,https://www.trailforks.com/profile/tjsnydr/,tjsnydr,tjsnydr,CA,Sausalito,"  Golden Gate Bridge (West),
Coastal Trail (Conzelman/Bunker),
Old Springs Trail,
Marincello Road,
Bobcat Trail,
Valley Trail Connector,
Coastal Trail (Conzelman/Bunker),
Golden Gate Bridge (West)",https://www.trailforks.com/ridelog/view/22442256/achievements/,https://www.trailforks.com/trails/golden-gate-bridge-west/,Golden Gate Bridge (West),https://www.trailforks.com/trails/coastal-trail-conzelman-bunker/,Coastal Trail (Conzelman/Bunker),33 miles
Mar 2,https://www.trailforks.com/profile/Arejay81/,Arejay81,Arejay81,OK,Oklahoma City,,,,,,,"5,246 ft"
Mar 2,https://www.trailforks.com/profile/davidbdgriffin/,davidbdgriffin,davidbdgriffin,ID,Eagle,"  Hell Mary,
Return Ridge,
Dual Slalom,
Hell Mary,
Return Ridge,
Fitness Swag (Lower),
Easy Flow,
Return Ridge,
Hell Mary,
Dual Slalom,
 ... ",https://www.trailforks.com/ridelog/view/22438332/achievements/,https://www.trailforks.com/trails/hell-mary/,Hell Mary,https://www.trailforks.com/trails/return-ridge/,Return Ridge,7 miles
Mar 3,https://www.trailforks.com/profile/Koonsm1/,Koonsm1,Koonsm1,ID,Coeur d'Alene,,,,,,,15 miles
Mar 3,https://www.trailforks.com/profile/mattsmcmillan/,mattsmcmillan,mattsmcmillan,AK,Anchorage,,,,,,,8 miles
Mar 2,https://www.trailforks.com/profile/stevegallier/,stevegallier,stevegallier,VA,Roanoke,"  The Trough,
The Gauntlet,
Horse Pen,
The Trough,
Royalty,
First Deck",https://www.trailforks.com/ridelog/view/22436258/achievements/,https://www.trailforks.com/trails/the-trough/,The Trough,https://www.trailforks.com/trails/the-gauntlet/,The Gauntlet,10 miles
Mar 2,https://www.trailforks.com/profile/2wheelzz/,2wheelzz,2wheelzz,MA,Winchester,"North Border Road, North Border Road",https://www.trailforks.com/trails/north-border-road/,https://www.trailforks.com/trails/north-border-road/,North Border Road,,,3 miles
Mar 2,https://www.trailforks.com/profile/danalbert/,danalbert,danalbert,CO,Colorado Springs,"Ute Valley Park,
UV Connector,
Lower Wagon Wheel Road,
Wagon Wheel Road,
Fenceline,
Pumped up Kicks,
Vindicator Path,
UV Connector,
Ute Valley Park,
East Loop Trail,
 ... ",https://www.trailforks.com/trails/ute-valley-park-12906/,https://www.trailforks.com/trails/uv-connector/,UV Connector,https://www.trailforks.com/trails/lower-wagon-wheel-road/,Lower Wagon Wheel Road,15 miles
Mar 2,https://www.trailforks.com/profile/bjones1/,bjones1,bjones1,UT,Highland UT,,,,,,,5 miles
Mar 2,https://www.trailforks.com/profile/Lawpants/,Lawpants,Lawpants,CO,Centennial,,,,,,,14 miles
Mar 3,https://www.trailforks.com/profile/yepp/,yepp,yepp,CA,Crestline,  Lower Black Box Trail,https://www.trailforks.com/ridelog/view/22437871/achievements/,https://www.trailforks.com/trails/lower-black-box-trail/,Lower Black Box Trail,,,1 mile
Mar 3,https://www.trailforks.com/profile/bryndrew/,bryndrew,bryndrew,BC,Squamish,"Coho Park Trail, Trestle, Access Connector, 50 Shades of Green, Credit Line, Brackentrail, Brackentrail Exit",https://www.trailforks.com/trails/coho-park-trail/,https://www.trailforks.com/trails/trestle/,Trestle,https://www.trailforks.com/trails/access-connector/,Access Connector,9 miles
Mar 2,https://www.trailforks.com/profile/rbranscum/,rbranscum,rbranscum,IL,Dixon,,,,,,,7 miles
Mar 3,https://www.trailforks.com/profile/cweaver44/,cweaver44,cweaver44,NV,Reno,"  Poeville Lane Access,
Kings Row Connector (West Keystone to Kings Row Portal),
P Drop Trail,
Snow Terrace,
B-Lite",https://www.trailforks.com/ridelog/view/22440806/achievements/,https://www.trailforks.com/trails/poeville-lane-access/,Poeville Lane Access,https://www.trailforks.com/trails/kings-row-connector-west-keystone-to-kings-row-portal/,Kings Row Connector (West Keystone to Kings Row Portal),13 miles
Mar 2,https://www.trailforks.com/profile/mjban05/,mjban05,mjban05,AZ,Prescott,"  Iron King,
Iron King",https://www.trailforks.com/ridelog/view/22437150/achievements/,https://www.trailforks.com/trails/iron-king/,Iron King,https://www.trailforks.com/trails/iron-king/,Iron King,11 miles
Mar 2,https://www.trailforks.com/profile/NickBacik/,NickBacik,NickBacik,AZ,Fountain Hills,Float Trail,https://www.trailforks.com/trails/float-trail/,,,,,8 miles
Mar 3,https://www.trailforks.com/profile/mikemadden4/,mikemadden4,mikemadden4,CA,Portola Hills,"Santiago Truck Trail, My Humps, The Luge",https://www.trailforks.com/trails/santiago-truck-trail/,https://www.trailforks.com/trails/my-humps-349774/,My Humps,https://www.trailforks.com/trails/the-luge/,The Luge,8 miles
Mar 3,https://www.trailforks.com/profile/CharlesueDL2E/,CharlesueDL2E,CharlesueDL2E,WA,Mt. Vernon,"  Sidekick,
Cairn,
Bonnie & Clyde's,
Ginny's Trail,
Ginny's Trail,
Drop Down,
Sidewinder,
Service Road",https://www.trailforks.com/ridelog/view/22439984/achievements/,https://www.trailforks.com/trails/sidekick-86718/,Sidekick,https://www.trailforks.com/trails/cairn-86708/,Cairn,4 miles
Mar 2,https://www.trailforks.com/profile/93vN7V/,93vN7V,93vN7V,FL,Ocala,"  Backdoor,
Kennz Kornerz,
Kennz Kornerz,
Backdoor,
Twister,
TOS,
Bryar Patch",https://www.trailforks.com/ridelog/view/22434498/achievements/,https://www.trailforks.com/trails/backdoor-82665/,Backdoor,https://www.trailforks.com/trails/kennz-kornerz/,Kennz Kornerz,7 miles
Mar 3,https://www.trailforks.com/profile/PhilSkinner/,PhilSkinner,PhilSkinner,CA,Rancho Palos Verdes,"Ishibashi Trail, Toyon Trail",https://www.trailforks.com/trails/ishibashi-trail/,https://www.trailforks.com/trails/toyon-trail-124036/,Toyon Trail,,,20 miles
Mar 2,https://www.trailforks.com/profile/Apdfranklin/,Apdfranklin,Apdfranklin,ON,Guelph,"Campsite,
Keep to the Right,
Poison Ivy,
Boot,
Shag Me,
Shag Me,
The Pine Loop,
Rock Pit,
Fox Trail Bypass,
Knee Wound,
 ... ",https://www.trailforks.com/trails/campsite-60192/,https://www.trailforks.com/trails/keep-to-the-right/,Keep to the Right,https://www.trailforks.com/trails/poison-ivy/,Poison Ivy,8 miles
Mar 2,https://www.trailforks.com/profile/tbentley437/,tbentley437,tbentley437,CO,Idaho Springs,"  Portal,
The Sluice,
DH Option 2,
Meadow Loop",https://www.trailforks.com/ridelog/view/22442924/achievements/,https://www.trailforks.com/trails/portal-144653/,Portal,https://www.trailforks.com/trails/the-sluice/,The Sluice,4 miles
Mar 3,https://www.trailforks.com/profile/NicoleStrass/,NicoleStrass,NicoleStrass,WA,Richland,,,,,,,7 miles
Mar 3,https://www.trailforks.com/profile/s381045/,s381045,s381045,CA,Rolling Hills,  Del Sol,https://www.trailforks.com/ridelog/view/22439945/achievements/,https://www.trailforks.com/trails/del-sol/,Del Sol,,,4 miles
Mar 3,https://www.trailforks.com/profile/breakfasttaco93/,breakfasttaco93,breakfasttaco93,CA,Santa Monica,"Sullivan Ridge, Jedi Approach, Jedi Jumps, Nicholas Cage, Nic Climb Out",https://www.trailforks.com/trails/sullivan-ridge/,https://www.trailforks.com/trails/jedi-approach/,Jedi Approach,https://www.trailforks.com/trails/jedi-jumps/,Jedi Jumps,8 miles
