trail_name,length,longitude,latitude,popularity,rating,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,difficulty_difficult,difficulty_easy,difficulty_easy/intermediate,difficulty_intermediate,difficulty_intermediate/difficult,difficulty_very difficult,dog_policy_leashed,dog_policy_no dogs,dog_policy_off-leash,dog_policy_unknown,e_bike_policy_allowed,e_bike_policy_not allowed,e_bike_policy_unknown
old post trail,0.019508670520231215,0.6247886897487946,0.5008116132638527,0.7801047120418848,0.7200000000000001,0.02613228146791576,0.016532358561103265,0.15789473684210525,0.12244897959183673,0.11604938271604938,0.09234051198699715,0,0,0,0,1,0,0,0,0,1,0,0,1
toothaker,0.030346820809248557,0.3641986295830595,0.40166183033099756,0.7790575916230367,0.7200000000000001,0.01648235542720293,0.019024673922073604,0.2631578947368421,0.13265306122448978,0.4226020892687559,0.43092238927265336,0,0,0,0,1,0,0,0,0,1,1,0,0
skywalker trail #669,0.013728323699421964,0.6273766322149203,0.5002610863976678,0.7780104712041884,0.76,0.008311615129957034,0.0020769294674752845,0.05263157894736842,0.0510204081632653,0.1651471984805318,0.16558309630231613,0,0,0,1,0,0,0,0,0,1,0,0,1
cliff walk trail,0.020953757225433526,0.4349118008998163,0.46423961690656057,0.7769633507853403,0.8,0.06346411213636684,0.05084323336379496,0.5263157894736842,0.2755102040816326,0.16676163342830008,0.12098740349451441,0,0,1,0,0,0,1,0,0,0,0,0,1
bursera trail,0.02167630057803468,0.35224349939237953,0.450105552871797,0.7759162303664922,0.7400000000000001,0.03514827076142847,0.01578466395281216,0.3157894736842105,0.22448979591836732,0.8134852801519468,0.833604225924421,1,0,0,0,0,0,0,0,0,1,1,0,0
upper brookbank,0.015173410404624279,0.7022707516976672,0.5319841844162809,0.7748691099476439,0.8,0.02239909840107065,0.010966187588269501,0.15789473684210525,0.1020408163265306,0.11253561253561252,0.08898821617228768,0,0,0,0,1,0,0,0,0,1,0,0,1
butterfield,0.01878612716763006,0.36340846447854336,0.4016364701682562,0.7738219895287958,0.8,0.006902866802845672,0.02907701254465398,0.21052631578947367,0.11224489795918366,0.3564102564102564,0.34914668833807394,0,0,0,1,0,0,0,0,0,1,1,0,0
thumper,0.015173410404624279,0.6166012153117792,0.467479553809067,0.7727748691099476,0.8,0.0054941184757343105,0.002243083824873307,0.05263157894736842,0.04081632653061224,0.25375118708452044,0.2659488013002844,0,0,0,0,1,0,0,0,0,1,0,0,1
maverick trail,0.01083815028901734,0.4359529764284069,0.496037034290989,0.7717277486910994,0.76,0.043671198140452214,0.03730165323585611,0.2631578947368421,0.1530612244897959,0.11709401709401708,0.09213734254368142,0,0,0,1,0,0,1,0,0,0,0,0,1
rainbow valley,0.03179190751445087,0.3636696510008903,0.40172523073785626,0.7706806282722513,0.78,0.01979291399591463,0.02832931793636288,0.2631578947368421,0.1530612244897959,0.3207977207977208,0.3116619260463226,0,0,0,1,0,0,0,0,0,1,1,0,0
middlegate trail,0.0180635838150289,0.20719750075026333,0.6669025396617982,0.7696335078534031,0.7000000000000001,0.0004930619144889766,0.01586774113151117,0.5789473684210527,0.19387755102040816,0.15650522317188983,0.1493295408370581,0,0,0,0,1,0,0,0,0,1,0,0,1
goat trail,0.002167630057803468,0.35450848463435847,0.45900309552486007,0.768586387434555,0.78,0.010424737620624076,0.008307717869901138,0.10526315789473684,0.1530612244897959,0.24938271604938272,0.2583299471759447,1,0,0,0,0,0,0,0,0,1,1,0,0
bittersweet,0.014450867052023121,0.1485174763776156,0.6379637761775392,0.7675392670157067,0.78,0.008241177713601465,0.024507767716208356,0.15789473684210525,0.16326530612244897,0.33076923076923076,0.3253758634701341,0,0,0,0,1,0,0,0,0,1,0,0,1
lime kiln,0.01878612716763006,0.6128364160067532,0.4694224240546774,0.7664921465968586,0.8,0.00697330421920124,0.013043117055744785,0.10526315789473684,0.1020408163265306,0.2627730294396961,0.2706216984965461,0,0,0,1,0,0,0,0,0,1,0,0,1
rock wren trail,0.014450867052023121,0.15488057277508105,0.6355210993912301,0.7654450261780105,0.78,0.010072550538846236,0.011381573481764558,0.15789473684210525,0.11224489795918366,0.48376068376068376,0.5115806582689963,0,0,0,0,1,0,0,0,0,1,0,0,1
lakeshore trail,0.01300578034682081,0.5829302914059626,0.395216650637515,0.7643979057591623,0.8,0.0635345495527224,0.0394616598820304,0.47368421052631576,0.29591836734693877,0.27435897435897433,0.20875660300690776,1,0,0,0,0,0,1,0,0,0,0,0,1
windgate pass trail,0.022398843930635837,0.41518570218916384,0.49572690063412495,0.7633507853403141,0.8,0.07466366133690217,0.06305557863254964,0.15789473684210525,0.11224489795918366,0.2839506172839506,0.2417716375457131,1,0,0,0,0,0,1,0,0,0,0,1,0
black canyon trail (bct) - bumblebee th to treasure mine rd,0.0773121387283237,0.503040778839285,0.44046305543819386,0.762303664921466,0.78,0.0494470662816088,0.058070947910608954,0.2631578947368421,0.19387755102040816,0.15679012345679014,0.13896789922795613,0,0,0,1,0,0,0,0,0,1,1,0,0
circumference trail,0.041184971098265896,0.428452656416896,0.4421495062605203,0.7612565445026178,0.6000000000000001,0.01465098260195816,0.017280053169394367,0.15789473684210525,0.11224489795918366,0.24558404558404556,0.24248273059731815,1,0,0,0,0,0,1,0,0,0,0,0,1
el grupo loop,0.0180635838150289,0.15331184688863875,0.6369907560445647,0.7602094240837696,0.8,0.017398041839825316,0.02168314364044197,0.15789473684210525,0.13265306122448978,0.3432098765432099,0.34630231613165374,0,0,0,1,0,0,0,0,0,1,0,1,0
maus,0.024566473988439304,0.21141736802894862,0.6412986375780889,0.7591623036649214,0.8,0.00014087483271113616,0.05283708565257123,0.3157894736842105,0.14285714285714285,0.5306742640075972,0.503657049979683,0,0,0,1,0,0,0,0,0,1,0,0,1
lower miller canyon trail,0.014450867052023121,0.014785156678885691,0.7710942399497576,0.7581151832460733,0.8,0.020285975910403608,0.023178532857024176,0.10526315789473684,0.07142857142857142,0.5050332383665717,0.5218407151564405,0,0,0,0,1,0,0,0,0,1,0,0,1
outside loop (purple),0.03901734104046243,0.5850726278845437,0.38542375334987256,0.757068062827225,0.8,0.021060787490314856,0.027913932042867823,0.15789473684210525,0.09183673469387754,0.3786324786324786,0.37433969930922384,0,0,0,1,0,0,1,0,0,0,0,0,1
high point,0.030346820809248557,0.2458223992347568,0.6619918259264317,0.7560209424083769,0.8,0.003169683736000564,0.003572318684057489,0.10526315789473684,0.0510204081632653,0.6591642924976258,0.7036773669240146,0,0,0,1,0,0,0,0,0,1,0,0,1
bridge trail,0.006502890173410405,0.67906514148972,0.5209225745425847,0.7549738219895288,0.8,0.0012678734944002255,0.006895405832017944,0.05263157894736842,0.04081632653061224,0.13827160493827162,0.14059325477448192,0,0,0,0,1,0,0,0,0,1,0,0,1
power rd trail,0.011560693641618498,0.3833680778653612,0.5232308776888139,0.7539267015706805,0.8,0.002394872156089315,0.00847387222729916,0.10526315789473684,0.061224489795918366,0.17426400759734093,0.17706216984965462,0,0,0,1,0,0,0,0,0,1,0,0,1
gateway trail,0.01083815028901734,0.442327677148465,0.47112155495837627,0.7528795811518324,0.8,0.0,0.01570158677411315,0.15789473684210525,0.08163265306122448,0.6415954415954415,0.6677163754571313,0,0,1,0,0,0,0,0,0,1,0,0,1
skunk canyon connector,0.010115606936416183,0.6816657594466768,0.5333733577753641,0.7518324607329843,0.8,0.00021131224906670423,0.03555703248317687,0.21052631578947367,0.061224489795918366,0.17502374169040835,0.14465664364079642,0,0,0,0,1,0,0,0,1,0,0,0,1
taliesin trail,0.016618497109826588,0.40877297499661225,0.4976033765647756,0.7507853403141361,0.8,0.0003521870817778404,0.00972002990778433,0.05263157894736842,0.030612244897959183,0.22962962962962963,0.23466070702966274,0,0,0,1,0,0,0,0,0,1,0,1,0
caliche flats trail,0.017341040462427744,0.15429035907523136,0.6198636644695448,0.749738219895288,0.8,0.00957948862435726,0.008723103763396195,0.21052631578947367,0.07142857142857142,0.1711301044634378,0.17045916294189353,0,0,1,0,0,0,0,0,0,1,0,0,1
cat peaks,0.007947976878612718,0.3793519110801826,0.5388407623053553,0.7476439790575916,0.76,0.00845248996266817,0.07003406164326659,0.5789473684210527,0.25510204081632654,0.2116809116809117,0.15359609914668834,0,0,0,1,0,0,0,0,0,1,1,0,0
black rock loop,0.01300578034682081,0.1689783965004219,0.6271441445233386,0.7465968586387435,0.76,0.018525040501514406,0.019606214172966686,0.10526315789473684,0.061224489795918366,0.637037037037037,0.6684274685087362,0,0,0,1,0,0,0,0,0,1,0,0,1
corona de loma,0.011560693641618498,0.3586033822851258,0.4594997320452201,0.7455497382198952,0.7000000000000001,7.043741635556808e-05,0.026833928719780676,0.42105263157894735,0.2040816326530612,0.4246913580246913,0.42218610321007716,1,0,0,0,0,0,1,0,0,0,1,0,0
campbell mesa loop trail,0.03468208092485549,0.6904707623736446,0.5447687003462534,0.7445026178010471,0.78,0.0,0.044944753676165156,0.631578947368421,0.2040816326530612,0.7952516619183285,0.7963226330759853,0,0,1,0,0,0,0,0,0,1,0,0,1
brewer trail #212,0.005780346820809249,0.6288137829359686,0.5061890244385623,0.743455497382199,0.8,0.0,0.00905541247819224,0.21052631578947367,0.061224489795918366,0.41937321937321936,0.43813490451036163,1,0,0,0,0,0,0,0,0,1,0,0,1
mt bigelow,0.006502890173410405,0.19325481789157894,0.6939364731445501,0.7424083769633507,0.8,0.39466084384024797,0.47943839827199464,0.15789473684210525,0.14285714285714285,0.2717948717948718,0.15776107273466072,0,0,0,1,0,0,0,0,0,1,0,0,1
snake trail,0.0036127167630057803,0.6347569813836307,0.49768086595092953,0.7413612565445027,0.78,0.0027470592378671553,0.005067707900639694,0.05263157894736842,0.030612244897959183,0.27037037037037037,0.2858594067452255,0,0,0,1,0,0,0,0,0,1,0,0,1
azt: segment 9 - apache trail to roosevelt,0.5932080924855491,0.34608892374549693,0.6124454646430877,0.7403141361256544,0.8,0.03514827076142847,0.0175292847054914,0.15789473684210525,0.1020408163265306,0.05289648622981956,0.009853718000812675,0,0,0,0,1,0,0,0,0,1,0,0,1
the divide trail,0.014450867052023121,0.4386733867001249,0.49954448568797005,0.7392670157068062,0.78,0.002394872156089315,0.008889258120794217,0.05263157894736842,0.061224489795918366,0.2637226970560304,0.27488825680617635,0,1,0,0,0,0,0,0,0,1,0,0,1
champagne,0.029624277456647394,0.26256529439898646,0.03096546315670068,0.7382198952879582,0.8,0.44375572304007893,0.518235440724433,0.10526315789473684,0.2857142857142857,0.8443494776828109,0.6107273466070703,0,0,0,1,0,0,0,0,0,1,0,0,1
stagecoach trail,0.017341040462427744,0.4387360500421238,0.4979987485464079,0.7371727748691099,0.8,0.03289427343805029,0.02899393536595497,0.3157894736842105,0.21428571428571427,0.2684710351377018,0.2586347013409183,0,1,0,0,0,0,1,0,0,0,0,0,1
azt: segment 12 - flagstaff to south kaibab,0.7745664739884394,0.6936378498011457,0.5321867134937364,0.7361256544502618,0.8,0.0,0.023178532857024176,0.21052631578947367,0.09183673469387754,0.5480531813865146,0.5585127996749288,0,0,1,0,0,0,0,0,0,1,0,0,1
andrews-kinsey trail,0.0180635838150289,0.4087220945052463,0.5064311787703026,0.7350785340314137,0.8,0.030992463196449955,0.000664617429592091,0.15789473684210525,0.26530612244897955,0.39648622981956316,0.38063795205201134,0,0,0,1,0,0,0,0,0,1,0,1,0
surprise spring trail #350,0.010115606936416183,0.5832457504524351,0.37140680395555137,0.7340314136125654,0.8,0.02387828414453758,0.09088643349671845,0.21052631578947367,0.18367346938775508,0.5874643874643873,0.5485574969524583,0,0,0,1,0,0,0,0,0,1,0,0,1
upper raptor,0.01878612716763006,0.6166196036998857,0.46746528871752346,0.7329842931937173,0.8,0.606818341903219,0.2881947329068705,0.2631578947368421,0.2755102040816326,0.764767331433998,0.26747257212515235,0,0,0,1,0,0,0,0,0,1,0,0,1
badger mountain trail #329,0.05057803468208093,0.5695303337885207,0.39302387712155706,0.7308900523560209,0.8,0.054236810593787425,0.06380327324084073,0.10526315789473684,0.08163265306122448,0.22326685660018994,0.17340511986997156,0,0,0,1,0,0,1,0,0,0,0,0,1
azt: segment 5 - redington pass and the mighty catalinas,0.3388728323699422,0.16362862525732513,0.6957273585259536,0.7298429319371728,0.8,0.013664858772980208,0.017280053169394367,0.10526315789473684,0.061224489795918366,0.1319088319088319,0.12799674928890695,0,0,0,0,1,0,0,0,0,1,0,0,1
copper mountain loop,0.06286127167630057,0.5473421548798587,0.44005007223243453,0.7287958115183246,0.76,0.011199549200535326,0.0175292847054914,0.21052631578947367,0.12244897959183673,0.5390313390313389,0.5566842746850873,0,0,0,1,0,0,0,0,0,1,0,0,1
pemberton trail,0.1134393063583815,0.4207177505609794,0.5170481052348137,0.7277486910994764,0.8,0.0009861238289779531,0.0045692448284456256,0.10526315789473684,0.0510204081632653,0.5325735992402658,0.5648110524177163,0,0,0,1,0,0,0,0,0,1,0,0,1
mule deer trail,0.025289017341040464,0.3982633863448539,0.3785687604709693,0.7267015706806284,0.76,0.01796154117066986,0.0,0.47368421052631576,0.2040816326530612,0.7105413105413104,0.7347622917513206,0,0,0,1,0,0,0,0,0,1,1,0,0
trail 316 - pine lakes trail,0.011560693641618498,0.5746851524120649,0.37554702663538464,0.7256544502617801,0.8,0.0028174966542227234,0.0032400099692614435,0.15789473684210525,0.07142857142857142,0.23494776828110162,0.24786672084518488,0,0,0,1,0,0,1,0,0,0,0,0,1
twist & shout trail #372,0.004335260115606936,0.5673090879163105,0.3844049440341699,0.7246073298429319,0.8,0.008663802211734874,0.016366204203705242,0.10526315789473684,0.1020408163265306,0.36182336182336183,0.37352702153596096,0,0,1,0,0,0,1,0,0,0,0,0,1
pat mullen spur,0.004335260115606936,0.5030820188164977,0.8405349444550794,0.7235602094240838,0.8,0.008382052546312602,0.008141563512503116,0.21052631578947367,0.061224489795918366,0.16220322886989555,0.16202763104429094,0,0,0,0,1,0,0,0,0,1,0,0,1
tecolote trail,0.0036127167630057803,0.15413968140957124,0.6386518467041533,0.7225130890052356,0.8,0.003169683736000564,0.029160089723352992,0.3157894736842105,0.14285714285714285,0.538366571699905,0.5409386428281187,1,0,0,0,0,0,0,0,0,1,0,1,0
gasline bypass,0.0180635838150289,0.2442556371567557,0.6572852262786917,0.7214659685863875,0.8,0.011199549200535326,0.011713882196560605,0.5789473684210527,0.18367346938775508,0.25688509021842354,0.2592442096708655,0,0,0,1,0,0,0,0,0,1,0,0,1
connector trail,0.007947976878612718,0.3865740844055576,0.5263964952255051,0.7204188481675393,0.8,0.043671198140452214,0.0,0.3684210526315789,0.16326530612244897,0.7826210826210825,0.7747866720845185,0,0,1,0,0,0,0,0,0,1,0,0,1
mint wash connector trail #352,0.008670520231213872,0.5856599851357558,0.372564918054092,0.7193717277486911,0.8,0.09847150806508417,0.02351084157182022,0.2631578947368421,0.12244897959183673,0.7495726495726495,0.6891507517269402,1,0,0,0,0,0,1,0,0,0,0,0,1
wild west trail,0.0036127167630057803,0.1535371492749702,0.636753532855586,0.7183246073298429,0.8,0.04212157498062971,0.015618509595414139,0.10526315789473684,0.08163265306122448,0.757454890788224,0.7575172694026818,1,0,0,0,0,0,0,0,0,1,0,1,0
moto trail (upper),0.01300578034682081,0.7030876960081658,0.5265262899473164,0.7172774869109948,0.76,0.02232866098471508,0.013126194234443797,0.2631578947368421,0.22448979591836732,0.13466286799620134,0.11489232019504265,1,0,0,0,0,0,0,0,0,1,1,0,0
arizona trail (highway 89 to schultz pass),0.04552023121387283,0.6992300621224015,0.5446042115129117,0.7162303664921466,0.76,0.0008452489962668169,0.0009138489656891251,0.05263157894736842,0.02040816326530612,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1
arizona trail (snowbowl road to schultz pass),0.04913294797687861,0.7051589783268746,0.5183913132989204,0.7151832460732984,0.7400000000000001,0.0020426850743114743,0.00789233197640608,0.05263157894736842,0.02040816326530612,0.11168091168091167,0.11042259244209669,0,0,0,1,0,0,0,0,0,1,0,0,1
beverly canyon trail,0.012283236994219652,0.36431235194446465,0.47004727028667403,0.7141361256544503,0.7000000000000001,0.018243290836092132,0.011630805017861593,0.21052631578947367,0.13265306122448978,0.537037037037037,0.5520113774888257,0,0,0,1,0,0,0,0,0,1,1,0,0
centennial training track,0.004335260115606936,0.2426321031620713,0.0,0.713089005235602,0.8,0.004014932732267381,0.004652322007144637,0.10526315789473684,0.04081632653061224,0.26087369420702755,0.27427874847622913,0,0,1,0,0,0,1,0,0,0,0,1,0
eliot ramada loop - around the golf course,0.014450867052023121,0.380362022729833,0.47525526148529096,0.7120418848167539,0.7200000000000001,0.012256110445868846,0.0014123120378831933,0.21052631578947367,0.09183673469387754,0.5613485280151946,0.5851279967492888,0,0,1,0,0,0,0,0,0,1,0,0,1
willy nilly tractor,0.013728323699421964,0.5780279114308104,0.3733591842621813,0.7109947643979058,0.8,0.07917165598365852,0.11639112735731494,0.5263157894736842,0.5408163265306122,0.3466286799620133,0.23618447785453067,0,0,0,1,0,0,1,0,0,0,0,0,1
christmas tree loop,0.010115606936416183,0.1466954192025831,0.6826723341934056,0.7099476439790575,0.7200000000000001,0.027259280129604848,0.0036553958627565004,0.15789473684210525,0.13265306122448978,0.3565052231718898,0.34559122308004875,0,0,0,1,0,0,0,0,0,1,0,0,1
garden party trail #324,0.005780346820809249,0.5732969183739449,0.3729477860665966,0.7089005235602095,0.8,0.004507994646756357,0.010550801694774445,0.10526315789473684,0.07142857142857142,0.5434947768281101,0.5729378301503454,0,0,0,1,0,0,0,0,0,1,0,0,1
tom's thumb trail,0.03395953757225434,0.4213781257805014,0.5022719359684054,0.7078534031413612,0.7400000000000001,0.006480242304712264,0.0,0.10526315789473684,0.061224489795918366,0.17578347578347578,0.1792970337261276,0,0,0,0,0,1,0,0,0,1,0,1,0
wild burro,0.019508670520231215,0.20793464302693465,0.6322730613256269,0.706806282722513,0.8,0.005846305557512151,0.01271080834094874,0.15789473684210525,0.07142857142857142,0.41604938271604935,0.4332588378707842,0,0,0,0,1,0,0,0,0,1,0,0,1
tunnel vision,0.01083815028901734,0.5772116812324706,0.37033428040625793,0.705759162303665,0.8,7.043741635556808e-05,0.06513250810002492,0.3684210526315789,0.19387755102040816,0.5968660968660968,0.5595286468915075,0,0,0,1,0,0,1,0,0,0,0,0,1
chain fruit trail,0.0072254335260115606,0.3805212697414069,0.5351830871665761,0.7047120418848167,0.8,0.04360076072409664,0.003572318684057489,0.2631578947368421,0.21428571428571427,0.2914529914529915,0.25274278748476225,0,0,1,0,0,0,1,0,0,0,1,0,0
dawa trail,0.012283236994219652,0.6359540118910374,0.4961699990331425,0.7036649214659686,0.7000000000000001,0.006691554553778968,0.015036969344521058,0.10526315789473684,0.07142857142857142,0.17397910731244065,0.17635107679804957,0,0,0,0,1,0,0,0,0,1,0,0,1
clark springs trail #40,0.015173410404624279,0.5832366455224012,0.3662620370515448,0.7026178010471205,0.8,0.00922730154257942,0.032732408407410485,0.21052631578947367,0.1530612244897959,0.5693257359924025,0.5699918732222673,1,0,0,0,0,0,1,0,0,0,0,0,1
golden gate trail,0.01878612716763006,0.1549851902064514,0.6220279078024227,0.7015706806282722,0.7000000000000001,0.008875114460801579,0.0003323087147960455,0.15789473684210525,0.07142857142857142,0.5794871794871794,0.607984559122308,0,0,0,0,1,0,0,0,0,1,0,0,1
locomotive rock,0.01878612716763006,0.17916056472703712,0.3114553792339301,0.7005235602094241,0.8,0.03514827076142847,0.029326244080751015,0.15789473684210525,0.12244897959183673,0.034757834757834755,0.007415684681023974,0,0,0,1,0,0,1,0,0,0,0,0,1
clark spring trail #124,0.016618497109826588,0.018277522195051077,0.7713221291899508,0.6994764397905759,0.8,0.0012678734944002255,0.0004153858934950569,0.05263157894736842,0.04081632653061224,0.22469135802469137,0.2393336042259244,1,0,0,0,0,0,0,0,0,1,0,0,1
#322 circle connection trail,0.005057803468208092,0.5702346269058527,0.37399512556538284,0.6984293193717277,0.8,0.002394872156089315,0.025504693860596492,0.21052631578947367,0.14285714285714285,0.401994301994302,0.40288500609508326,0,1,0,0,0,0,0,0,0,1,0,0,1
westside,0.03468208092485549,0.25867856044271953,0.03097972824824069,0.6973821989528796,0.8,0.008382052546312602,0.00016615435739802275,0.10526315789473684,0.030612244897959183,0.18717948717948718,0.18864282811865096,0,0,0,0,1,0,0,0,0,1,0,0,1
roller coaster trail,0.002167630057803468,0.1687696972217987,0.6290489745248351,0.6963350785340314,0.8,0.08149609072339227,0.00016615435739802275,0.3684210526315789,0.1530612244897959,0.8069325735992402,0.746241365298659,0,0,1,0,0,0,1,0,0,0,0,0,1
wildlife corridor trail,0.012283236994219652,0.22761664531173764,0.6905935105809107,0.6952879581151832,0.8,0.014791857434669297,0.011963113732657639,0.21052631578947367,0.12244897959183673,0.4049382716049383,0.4214750101584721,0,0,0,1,0,0,0,0,0,1,0,0,1
wagner,0.007947976878612718,0.4214356118093443,0.5148301476683486,0.694240837696335,0.8,0.0061984926392899915,8.307717869901138e-05,0.10526315789473684,0.04081632653061224,0.17454890788224123,0.17838277123120683,0,1,0,0,0,0,0,0,0,1,1,0,0
fs 6275,0.023121387283236997,0.7005265327480235,0.526499344774404,0.6931937172774869,0.8,0.0021835599070226105,0.0,0.05263157894736842,0.030612244897959183,0.14425451092117758,0.1517675741568468,0,0,0,1,0,0,0,0,0,1,0,0,1
mariposa trail,0.011560693641618498,0.22986449186188818,0.6881714389268261,0.6921465968586387,0.8,0.01873635275058111,0.030904710476032233,0.10526315789473684,0.09183673469387754,0.26020892687559355,0.2604632263307598,0,0,0,1,0,0,0,0,0,1,0,0,1
tortoise,0.005057803468208092,0.4206616927564566,0.5168994665031832,0.6910994764397906,0.8,0.010917799535113053,0.03447702916008972,0.2631578947368421,0.1530612244897959,0.16144349477682812,0.13378707842340512,0,0,1,0,0,0,0,0,0,1,1,0,0
rough rider trail,0.0036127167630057803,0.4206349135504741,0.46845891398272954,0.6900523560209424,0.8,0.09551313657815032,0.10160338954889091,0.21052631578947367,0.11224489795918366,0.22507122507122507,0.16578626574563185,0,1,0,0,0,0,0,0,0,1,0,0,1
starr pass trail,0.03540462427745665,0.15561075245819644,0.6287103106848839,0.6890052356020943,0.7400000000000001,0.005634993308445447,0.006396942759823876,0.15789473684210525,0.07142857142857142,0.13057929724596393,0.13216172287687933,0,0,0,0,1,0,0,0,0,1,0,0,1
twisted sister,0.014450867052023121,0.3890774045807799,0.5266400584551754,0.6879581151832461,0.7400000000000001,0.004367119814045221,0.03248317687131345,0.2631578947368421,0.11224489795918366,0.22032288698955366,0.19687119057293784,0,0,0,0,1,0,1,0,0,0,0,0,1
bct: table mesa to black canyon city,0.09031791907514451,0.4733130037503379,0.4376928098831314,0.6869109947643979,0.8,0.007677678382756921,0.008806180942095206,0.10526315789473684,0.061224489795918366,0.2385565052231719,0.24715562779357983,1,0,0,0,0,0,0,0,0,1,1,0,0
dreamy draw nature trail,0.006502890173410405,0.3980643275803857,0.46242178635225173,0.6858638743455497,0.8,0.013312671691202368,0.0002492315360970341,0.15789473684210525,0.08163265306122448,0.5783475783475782,0.6003657049979683,0,1,0,0,0,0,1,0,0,0,0,0,1
overton trail,0.01300578034682081,0.4481243040753844,0.4666315733673905,0.6848167539267016,0.7400000000000001,0.0014087483271113617,0.030323170225139154,0.10526315789473684,0.061224489795918366,0.2952516619183286,0.28078017066233235,0,0,0,1,0,0,0,0,0,1,1,0,0
camaro loop,0.015173410404624279,0.14911750911965793,0.6386581867448413,0.6837696335078534,0.7400000000000001,0.0011974360780446574,0.0009138489656891251,0.0,0.02040816326530612,0.0007597340930674268,0.00010158472165786199,0,0,0,1,0,0,0,0,0,1,0,1,0
williams peak trail #738,0.007947976878612718,0.5735056176525672,0.371286695407008,0.6827225130890052,0.8,0.01944072691413679,0.011381573481764558,0.21052631578947367,0.14285714285714285,0.6692307692307692,0.696668021129622,0,0,0,1,0,0,0,0,0,1,0,0,1
maricopa trail (bronco - sonoran),0.024566473988439304,0.4489914147650902,0.4980637339634377,0.6816753926701571,0.8,0.008170740297245897,0.04178782088560272,0.47368421052631576,0.4081632653061224,0.18888888888888888,0.15156440471353108,0,1,0,0,0,0,0,0,0,1,0,0,1
west wetlands path,0.007947976878612718,0.24946687064090334,0.0032670581876601545,0.6806282722513088,0.8,0.023666971895470876,0.021433912104344935,0.21052631578947367,0.21428571428571427,0.201994301994302,0.19575375863470135,0,1,0,0,0,0,1,0,0,0,0,0,1
forces of nature,0.01300578034682081,0.694919145543377,0.5389959171899115,0.6795811518324607,0.76,0.012256110445868846,0.014289274736229957,0.10526315789473684,0.09183673469387754,0.07948717948717948,0.07537586347013409,0,0,0,0,1,0,0,0,0,1,0,0,1
skyline crest,0.010115606936416183,0.38554022852660186,0.3689799772709499,0.6774869109947643,0.8,0.024793970557159966,0.023178532857024176,0.10526315789473684,0.07142857142857142,0.23836657169990505,0.24248273059731815,0,0,0,1,0,0,0,0,0,1,1,0,0
maricopa trail: apache peak run - new river,0.02167630057803468,0.45178680681355754,0.4573150596923625,0.6764397905759163,0.8,0.02458265830809326,0.020686217496053833,0.10526315789473684,0.12244897959183673,0.6457739791073124,0.6785859406745225,1,0,0,0,0,0,0,0,1,0,0,0,1
friendly fair trail,0.022398843930635837,0.5554014461842387,0.06861174418569504,0.675392670157068,0.8,0.0066211171374234,0.0078092547977070695,0.10526315789473684,0.08163265306122448,0.654985754985755,0.6972775294595692,0,0,0,1,0,0,0,0,1,0,0,0,1
glassford summit trail,0.015895953757225436,0.5825712715177609,0.40398263744635443,0.6743455497382198,0.8,0.0002817496654222723,0.03746780759325413,0.2631578947368421,0.14285714285714285,0.5667616334283,0.5614587566030068,0,0,0,1,0,0,1,0,0,0,0,0,1
gooseneck trail,0.04913294797687861,0.43052500990384335,0.503566008717204,0.6732984293193718,0.7200000000000001,0.0,0.011132341945667524,0.3157894736842105,0.14285714285714285,0.5402659069325735,0.5648110524177163,0,0,1,0,0,0,1,0,0,0,0,1,0
sawmill connector #636a,0.03251445086705202,0.5168665258318468,0.828628348047804,0.6722513089005235,0.8,0.03458477143058393,0.0003323087147960455,0.42105263157894735,0.21428571428571427,0.23808167141500475,0.20581064607882973,0,0,0,1,0,0,0,0,0,1,0,0,1
radar loop,0.011560693641618498,0.6801982589588489,0.5242116467604063,0.6712041884816754,0.8,0.004296682397689653,0.10824956384481182,0.21052631578947367,0.16326530612244897,0.5262108262108262,0.4373222267370987,0,1,0,0,0,0,0,0,0,1,0,0,1
butte creek trail #321,0.013728323699421964,0.5703256762061937,0.3744745030860983,0.6701570680628273,0.8,0.003169683736000564,0.0009138489656891251,0.05263157894736842,0.030612244897959183,0.7811965811965811,0.8319788703778951,1,0,0,0,0,0,0,0,0,1,0,0,1
hidden valley trail #374,0.0028901734104046246,0.5666151494252905,0.3847893970568457,0.669109947643979,0.8,0.005846305557512151,0.018609288028578547,0.21052631578947367,0.09183673469387754,0.18803418803418803,0.18051605038602195,0,0,0,1,0,0,1,0,0,0,0,0,1
alpe d'huez,0.008670520231213872,0.3877802198429974,0.5336280160762286,0.6670157068062827,0.8,0.000915686412622385,0.003489241505358478,0.05263157894736842,0.02040816326530612,0.24605887939221271,0.2606663957740756,0,0,0,1,0,0,0,0,0,1,0,0,1
moss wash ohv trail route 7200,0.04190751445086705,0.6599808510824419,0.135820049920774,0.6659685863874345,0.8,0.015637106430936114,8.307717869901138e-05,0.15789473684210525,0.0510204081632653,0.25992402659069325,0.25629825274278745,1,0,0,0,0,0,0,0,0,1,1,0,0
dry lakes vista,0.006502890173410405,0.7024998031728353,0.531827620633802,0.6649214659685864,0.8,0.0003521870817778404,0.014787737808424024,0.3157894736842105,0.09183673469387754,0.5402659069325735,0.5609508329947176,0,1,0,0,0,0,0,0,0,1,0,0,1
